linear,angular,target_rpm,feedback_rpm,l_difference,l_tf,l_ft0.200000,0.000000,1.000000,1.000000,11.103833,nan,0.000000
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.200000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
0.000000,0.300000,1.000000,1.000000,0.000000,nan,nan
